WL,DC,DC_std,AC,AC_std,CD,CD_std,I_L,I_L_std,I_R,I_R_std,gabs,gabs_std,m_ellip,m_ellip_std,ellip,ellip_std
725.0,0.001323639415204525,0.0,-3.51732150515811e-05,0.0019789487683277538,0.001582374509652313,0.0,0.001582374509652313,0.0,0.001582374509652313,0.0,0.001582374509652313,0.0,0.001582374509652313,0.0,0.001582374509652313,0.0
730.0,0.0012998443562537432,0.0,1.0844127410730644e-05,0.0019252142568053452,0.0015402979176518386,0.0,0.0015402979176518386,0.0,0.0015402979176518386,0.0,0.0015402979176518386,0.0,0.0015402979176518386,0.0,0.0015402979176518386,0.0
735.0,0.001286902348510921,0.0,0.00026540109570149167,0.0019250451524186107,0.0015535852107564133,0.0,0.0015535852107564133,0.0,0.0015535852107564133,0.0,0.0015535852107564133,0.0,0.0015535852107564133,0.0,0.0015535852107564133,0.0
740.0,0.00124125718139112,0.0,1.0649086291682144e-05,0.0019082725434683148,0.0015265453018480984,0.0,0.0015265453018480984,0.0,0.0015265453018480984,0.0,0.0015265453018480984,0.0,0.0015265453018480984,0.0,0.0015265453018480984,0.0
745.0,0.0012681016232818365,0.0,-6.7040979223012276e-06,0.0018870901991815507,0.0015089479164930916,0.0,0.0015089479164930916,0.0,0.0015089479164930916,0.0,0.0015089479164930916,0.0,0.0015089479164930916,0.0,0.0015089479164930916,0.0
750.0,0.001272159512154758,0.0,8.160106441930723e-05,0.001886475187353135,0.0015100080695038532,0.0,0.0015100080695038532,0.0,0.0015100080695038532,0.0,0.0015100080695038532,0.0,0.0015100080695038532,0.0,0.0015100080695038532,0.0
755.0,0.0013210942270234227,0.0,-0.00011841229639721786,0.0019343207665445247,0.0015492681153986129,0.0,0.0015492681153986129,0.0,0.0015492681153986129,0.0,0.0015492681153986129,0.0,0.0015492681153986129,0.0,0.0015492681153986129,0.0
760.0,0.0012433461379259825,0.0,5.8250279267766206e-05,0.0018827112963658522,0.001506234191697691,0.0,0.001506234191697691,0.0,0.001506234191697691,0.0,0.001506234191697691,0.0,0.001506234191697691,0.0,0.001506234191697691,0.0
765.0,0.0012555198045447469,0.0,-0.00043778947488603865,0.0018110469225681095,0.0014909639711172804,0.0,0.0014909639711172804,0.0,0.0014909639711172804,0.0,0.0014909639711172804,0.0,0.0014909639711172804,0.0,0.0014909639711172804,0.0
770.0,0.0012664449168369174,0.0,3.525969203628592e-05,0.0018915527122657834,0.0015131366672365533,0.0,0.0015131366672365533,0.0,0.0015131366672365533,0.0,0.0015131366672365533,0.0,0.0015131366672365533,0.0,0.0015131366672365533,0.0
