WL,DC,DC_std,AC,AC_std,CD,CD_std,I_L,I_L_std,I_R,I_R_std,gabs,gabs_std,m_ellip,m_ellip_std,ellip,ellip_std
400.0,0.04497341439127922,0.0,-3.867763998049753e-05,7.238209244511127e-07,-0.0003734308284044786,6.9884576093724115e-06,0.04493473675129872,7.238209244511127e-07,0.04501209203125972,7.238209244511127e-07,-0.0008600111978155142,1.6094417874384664e-05,-1.2315748720779705,0.02304793319571021,-0.012316495582436512,0.00023049330887232089
405.0,0.052977729588747025,0.0,-3.9900055457148504e-05,9.902947639311232e-07,-0.00032702896440470284,8.116657167346692e-06,0.052937829533289876,9.902947639311232e-07,0.05301762964420417,9.902947639311232e-07,-0.0007531477050240306,1.8692661456399432e-05,-1.07854152460671,0.02676873533790939,-0.010786069303995909,0.0002677035866934286
410.0,0.06086554005742073,0.0,-3.559574222667019e-05,1.1053749598982576e-06,-0.0002539408887847538,7.885771786117166e-06,0.06082994431519406,1.1053749598982576e-06,0.0609011357996474,1.1053749598982576e-06,-0.000584825866871288,1.8160932423427832e-05,-0.8374970512121181,0.026007275350614412,-0.00837547839389875,0.00026008852504971633
415.0,0.0683600977063179,0.0,-1.9511974393181955e-05,1.0464784855840814e-06,-0.0001239380345283003,6.647122636895407e-06,0.06834058573192472,1.0464784855840814e-06,0.06837960968071108,1.0464784855840814e-06,-0.0002854292935186756,1.5308323432770122e-05,-0.40874763787433444,0.021922210456481052,-0.0040877242548124,0.0002192353988100843
420.0,0.07466408610343933,0.0,-5.021808040393642e-06,9.014861480965586e-07,-2.9204812079405522e-05,5.2426801931846424e-06,0.07465906429539894,9.014861480965586e-07,0.07466910791147972,9.014861480965586e-07,-6.725868221887091e-05,1.2073892484904232e-05,-0.09631747023787941,0.01729035927712295,-0.0009632331120029529,0.00017291407813161587
425.0,0.08018864691257477,0.0,1.8472462962719612e-07,1.4575350782115471e-06,1.000271698583606e-06,7.892456416722511e-06,0.08018883163720439,1.4575350782115471e-06,0.08018846218794515,1.4575350782115471e-06,2.3036257218380445e-06,1.8176327127711943e-05,0.0032988960619287325,0.026029321262350844,3.299096116268449e-05,0.00026030899753634183
430.0,0.0848814845085144,0.0,-1.3895684918696903e-05,1.182966374102305e-06,-7.108419566662678e-05,6.051534249354152e-06,0.08486758882359571,1.182966374102305e-06,0.0848953801934331,1.182966374102305e-06,-0.00016370690262024147,1.3936683376262611e-05,-0.23443567730853512,0.019957959954369994,-0.0023444989414766844,0.00019959170261219864
435.0,0.08881419897079468,0.0,-3.0474865440221823e-05,1.2951809034181778e-06,-0.000148992859585244,6.332192240815664e-06,0.08878372410535446,1.2951809034181778e-06,0.0888446738362349,1.2951809034181778e-06,-0.00034313055562481696,1.4583038730598473e-05,-0.49137845091213467,0.02088357001021006,-0.004914082494840518,0.00020884836448658222
440.0,0.09382530301809311,0.0,-3.1937111634121166e-05,9.938812204573717e-07,-0.00014780248050538629,4.5996053554942116e-06,0.093793365906459,9.938812204573717e-07,0.09385724012972722,9.938812204573717e-07,-0.00034038911260390463,1.059289113370317e-05,-0.48745258070676395,0.01516949846241991,-0.0048748214120286504,0.0001517041838349101
445.0,0.0994071364402771,0.0,-2.2930154207962052e-05,9.197054691539082e-07,-0.00010016026708117216,4.01732777682254e-06,0.09938420628606914,9.197054691539082e-07,0.09943006659448506,9.197054691539082e-07,-0.00023066909508793947,9.251905870022308e-06,-0.3303285608337058,0.013249147007960736,-0.00330348592887122,0.000132499504735161
450.0,0.10488412529230118,0.0,-1.1646689849151075e-05,1.0239479106248382e-06,-4.821684746866634e-05,4.239104918386412e-06,0.10487247860245202,1.0239479106248382e-06,0.10489577198215033,1.0239479106248382e-06,-0.00011104339972033859,9.762658627043907e-06,-0.1590191629516616,0.013980568020838387,-0.0015902880632115532,0.00013981415841822064
455.0,0.10975947231054306,0.0,1.5717086668145634e-05,1.3522644428258175e-06,6.217790709282644e-05,5.349653830017126e-06,0.1097751893972112,1.3522644428258175e-06,0.10974375522387492,1.3522644428258175e-06,0.0001431957200347793,1.232025277052944e-05,0.2050627375921416,0.017643158331396482,0.0020507517317356018,0.00017644228262162485
460.0,0.1132533848285675,0.0,3.2753821195274375e-05,1.6449641347104405e-06,0.00012557894932970564,6.306832613221605e-06,0.11328613864976278,1.6449641347104405e-06,0.11322063100737223,1.6449641347104405e-06,0.00028920832030631207,1.4524635508249354e-05,0.41415937488936916,0.02079993395840485,0.004141844906792351,0.00020801195324927498
465.0,0.11568836122751236,0.0,2.5466059854022295e-05,1.1240228446547e-06,9.558244781184793e-05,4.218825193390228e-06,0.11571382728736639,1.1240228446547e-06,0.11566289516765833,1.1240228446547e-06,0.00022012637731068577,9.715954420377692e-06,0.3152309128834745,0.01391368548780097,0.003152500293730368,0.0001391452925283965
470.0,0.1167018711566925,0.0,-9.08644920811909e-06,1.368073393598543e-06,-3.380823090627402e-05,5.090232733176056e-06,0.11669278470748438,1.368073393598543e-06,0.11671095760590063,1.368073393598543e-06,-7.786035577714906e-05,1.1722805984504458e-05,-0.11149954552889171,0.016787587554014632,-0.0011150630717507296,0.00016788605600561268
475.0,0.11826024204492569,0.0,-2.394842139005587e-05,1.6896837157585794e-06,-8.793144088516343e-05,6.204013256111416e-06,0.11823629362353563,1.6896837157585794e-06,0.11828419046631575,1.6896837157585794e-06,-0.00020250610835853138,1.4287842528824592e-05,-0.289997892039269,0.02046083571865545,-0.0029001547832744603,0.00020462076521306671
480.0,0.11849411576986313,0.0,-1.2341511768815056e-06,1.8213966938097974e-06,-4.522490249828223e-06,6.674424449068163e-06,0.11849288161868625,1.8213966938097974e-06,0.11849534992104001,1.8213966938097974e-06,-1.0415295045354396e-05,1.5371199506203982e-05,-0.01491517284393348,0.022012251833026804,-0.00014916077341983443,0.00022013586717916617
485.0,0.11656368523836136,0.0,3.559463648144931e-05,1.4125264706265133e-06,0.00013259506315717505,5.2618611987093965e-06,0.11659927987484281,1.4125264706265133e-06,0.11652809060187991,1.4125264706265133e-06,0.0003053664304509741,1.211806634062774e-05,0.4372985182923633,0.01735361823334359,0.004373250373049947,0.0001735467060558333
490.0,0.11396510154008865,0.0,6.225447097178986e-05,1.4294137346638092e-06,0.00023719456152625776,5.446181755955011e-06,0.11402735601106044,1.4294137346638092e-06,0.11390284706911687,1.4294137346638092e-06,0.0005462590751949717,1.254255658396439e-05,0.7822676639135981,0.017961507431139626,0.007823151028259033,0.00017962596667490816
495.0,0.1106303334236145,0.0,8.590458608045821e-05,1.1832086247792656e-06,0.0003371694289027061,4.644010226833903e-06,0.11071623800969496,1.1832086247792656e-06,0.11054442883753404,1.1832086247792656e-06,0.0007765011947629322,1.0695155552398477e-05,1.1119847765211248,0.015315945728098211,0.011120522104069053,0.00015316874530143577
500.0,0.10620587319135666,0.0,0.0001032647354580665,8.674481392738394e-07,0.00042219157731628363,3.5465088496625755e-06,0.10630913792681472,8.674481392738394e-07,0.1061026084558986,8.674481392738394e-07,0.0009723072025594012,8.167609880772911e-06,1.3923878219891035,0.011696386186187175,0.013924722603045666,0.00011697095487957106
505.0,0.10134058445692062,0.0,0.00012030711600896723,1.272554983599224e-06,0.0005154825561841113,5.452544434542538e-06,0.10146089157292959,1.272554983599224e-06,0.10122027734091166,1.272554983599224e-06,0.0011871563268920082,1.2557209832751464e-05,1.700061470295199,0.01798249154512129,0.01700164566806436,0.000179835820540082
